Term Code ,Term Name ,Term Start Date ,Term End Date ,Subject Code ,Subject Name                 ,Course ID ,Course GUID ,Catalog Number ,Course Title                                                                       ,Course Start Date ,Course End Date ,Course Track ,Course Description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Seat Reservations ,Instructor EmplID ,Instructor First Name ,Instructor Last Name ,Instructor Full Name     ,Crosslisting Subjects ,Crosslisting Catalog Numbers ,Class Number ,Class Section ,Class Status ,Class Type ,Class Capacity ,Class Enrollment ,Class Year Enrollments ,Meeting Number ,Meeting Start Time ,Meeting End Time ,Meeting Days ,Building Name                  ,Meeting Room ,Drop Consent ,Grading Oral Presentation ,Other Information                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Subject ,Catnum ,Reading Writing Assignment                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Grading Quizzes ,Distribution Area Long         ,Grading Home Mid Exam ,Transcript Title                           ,Add Consent ,Web Address                        ,PU Flag ,Grading Other Exam ,Topic Title                     ,Grading Lab Reports ,Other Requirements                    ,Course Head NetID ,Grading Paper Final Exam ,Crosslistings                         ,Grading Papers ,Description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Grading Mid Exam ,Grading Prog Assign ,Grading Basis ,Grading Final Exam ,Grading Design Projects ,Grading Other ,Long Title                                                                         ,Grading Home Final Exam ,Grading Prob Sets ,Distribution Area Short ,Grading Precept Part ,Grading Term Papers ,reading_list_title_1                                         ,reading_list_title_2                                           ,reading_list_title_3                                           ,reading_list_title_4                                         ,reading_list_title_5                                          ,reading_list_title_6                                          ,reading_list_title_7 ,reading_list_title_8 ,reading_list_title_9 ,reading_list_title_10 ,reading_list_author_1 ,reading_list_author_2 ,reading_list_author_3 ,reading_list_author_4 ,reading_list_author_5 ,reading_list_author_6 ,reading_list_author_7 ,reading_list_author_8 ,reading_list_author_9 ,reading_list_author_10
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,HIS          ,History                      ,   015238 , 1202015238 ,           483 ,Race in the American Empire                                                        ,2019-09-11        ,2020-01-14      ,UGRD         ,"This seminar takes a comparative, relational, and intersectional approach to the history of race in the American Empire. We will begin with two structuring contexts: European colonialism and transatlantic slavery. Over the semester, we will travel from the Atlantic Coast to Puerto Rico, the Lumbee Nation in North Carolina, Hawaii, and the Philippines. We will end in Ferguson, Missouri; Oak Creek, Wisconsin; and at the U.S. - Mexico border. Course readings draw from a range of fields and engage diverse histories to examine the pervasiveness of race in the United States. Themes include labor, migration, violence, science, law, and resistance."         ,N                 ,        940002370 ,Bernadette            ,Perez                ,Bernadette J. Perez      ,"AAS,AMS"             ,"483,483"                    ,       22720 ,S01           ,O            ,Seminar    ,            15 ,               7 ,N/A                    ,             1 ,01:30 PM           ,04:20 PM         ,T            ,East Pyne Building             ,111          ,N            ,                        0 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,HIS     ,   483 ,"Students can expect 150-175 pages of reading per week, drawn from primary and secondary sources. There will be a take home midterm, four short writing assignments, and a final paper (15-17 pages)."                                                                                                                                                                                                                                                                                              ,              0 ,Historical Analysis            ,                   25 ,Race in the American Empire                ,N           ,                                   ,N       ,                 0 ,                                ,                  0 ,                                      ,                  ,                      35 ,HIS 483 / AAS 483 / AMS 483           ,            20 ,"This seminar takes a comparative, relational, and intersectional approach to the history of race in the American Empire. We will begin with two structuring contexts: European colonialism and transatlantic slavery. Over the semester, we will travel from the Atlantic Coast to Puerto Rico, the Lumbee Nation in North Carolina, Hawaii, and the Philippines. We will end in Ferguson, Missouri; Oak Creek, Wisconsin; and at the U.S. - Mexico border. Course readings draw from a range of fields and engage diverse histories to examine the pervasiveness of race in the United States. Themes include labor, migration, violence, science, law, and resistance."         ,               0 ,                  0 ,GRD           ,                 0 ,                      0 ,            0 ,Race in the American Empire                                                        ,                      0 ,                0 ,HA                      ,                  20 ,                  0 ,Fugitive Science: Empiricism and Freedom                     ,"No Mercy Here: Gender, Punishment"                            ,Lumbee Indians in the Jim Crow South                           ,Impossible Subjects: Illegal Aliens                          ,Hawaiian Blood: Colonialism and the Politics of Sovereignty   ,"City of Inmates: Conquest, Rebellion"                        ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,HIS          ,History                      ,   015193 , 1202015193 ,           488 ,"Law, Social Difference, and the Sustenance of Health"                             ,2019-09-11        ,2020-01-14      ,UGRD         ,"The tumult of the Affordable Care and Patient Protection Act, or ""Obamacare,"" revealed anew the uncertainty of the healthcare social safety net. Efforts like Obamacare, however, emblematize the U.S. welfare state's incremental expansion. While high-technology and pharmaceuticals mark a celebratory facet of U.S. healthcare, another side is riven by social differences rooted in racism. The politics of citizenship, class, (dis)ability, gender, illness, sexuality, and taxation also form social difference's edifice. This course asks how social difference in statutory and case law codified inequality and stratified the means to preserve health."         ,N                 ,        960698307 ,George                ,Aumoithe             ,George J. Aumoithe       ,"GHP,AAS,GSS"         ,"488,488,488"                ,       22497 ,S01           ,C            ,Seminar    ,             0 ,               0 ,N/A                    ,             2 ,01:30 PM           ,04:20 PM         ,Th           ,                               ,             ,N            ,                        0 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,HIS     ,   488 ,"Students can expect an average of 150-175 pages of reading a week, drawn from case law and secondary sources. There will be a midterm short paper (6-8 pages) and final paper (12-15 pages). Students are expected to help lead discussion and formulate 5 reading questions for their assigned week."                                                                                                                                                                                             ,              0 ,Social Analysis                ,                    0 ,"Law, Social Difference, and the Sustenan" ,N           ,www.kaltura.com/tiny/m74n0         ,N       ,                 0 ,                                ,                  0 ,Not Open to First Year Undergraduates ,                  ,                      40 ,HIS 488 / GHP 488 / AAS 488 / GSS 488 ,             0 ,"The tumult of the Affordable Care and Patient Protection Act, or ""Obamacare,"" revealed anew the uncertainty of the healthcare social safety net. Efforts like Obamacare, however, emblematize the U.S. welfare state's incremental expansion. While high-technology and pharmaceuticals mark a celebratory facet of U.S. healthcare, another side is riven by social differences rooted in racism. The politics of citizenship, class, (dis)ability, gender, illness, sexuality, and taxation also form social difference's edifice. This course asks how social difference in statutory and case law codified inequality and stratified the means to preserve health."         ,               0 ,                  0 ,GRD           ,                 0 ,                      0 ,           10 ,"Law, Social Difference, and the Sustenance of Health"                             ,                      0 ,                0 ,SA                      ,                  20 ,                  0 ,Protecting Soldiers and Mothers: The Political Origins...    ,Reputation and Power: Organizational Image...                  ,The Wages of Sickness: The Politics of Health Insurance...     ,The Politics of Public Housing: Black Women's Struggles ...  ,Contagious Divides: Epidemics and Race in San Francisco's...  ,"The Power to Heal: Civil Rights, Medicare, and the Struggle" ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,HIS          ,History                      ,   008465 , 1202008465 ,           577 ,Readings in African American History                                               ,2019-09-11        ,2020-01-14      ,GRAD         ,"This course is designed to introduce graduate students to the literature of African-American History, from the colonial era up to more recent times.  Major themes and debates are highlighted.  The course should help students to define interests within the field to pursue further study and research and also to aid preparation for examinations."                                                                                                                                                                                                                                                                                                                         ,N                 ,        960291593 ,Tera                  ,Hunter               ,Tera W. Hunter           ,AAS                   ,577                          ,       21401 ,S01           ,O            ,Seminar    ,            15 ,               9 ,N/A                    ,             1 ,01:30 PM           ,04:20 PM         ,W            ,Dickinson Hall                 ,211          ,N            ,                        0 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,HIS     ,   577 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,              0 ,                               ,                    0 ,Readings in African American History       ,N           ,                                   ,Y       ,                 0 ,                                ,                  0 ,Open to Graduate Students Only        ,                  ,                       0 ,HIS 577 / AAS 577                     ,             0 ,"This course is designed to introduce graduate students to the literature of African-American History, from the colonial era up to more recent times.  Major themes and debates are highlighted.  The course should help students to define interests within the field to pursue further study and research and also to aid preparation for examinations."                                                                                                                                                                                                                                                                                                                         ,               0 ,                  0 ,FUL           ,                 0 ,                      0 ,            0 ,Readings in African American History                                               ,                      0 ,                0 ,                        ,                  60 ,                 40 ,"The Many-Headed Hydra: Sailors, Slaves, Commoners..."       ,Many Thousands Gone: the First Two Centuries of Slavery...     ,Righteous Propagation: African Americans and the Politics...   ,A Nation Under Our Feet: Black Political Struggles...        ,"Passionately Human, No Less Divine: Religion and Culture..." ,The Politics of Public Housing: Black Women's Struggles...    ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,NES          ,Near Eastern Studies         ,   014506 , 1202014506 ,           316 ,"Muslims, Jews and Christians in North Africa: Interactions, Conflicts and Memory" ,2019-09-11        ,2020-01-14      ,UGRD         ,"This has been as one of the main events of the modern times in North Africa: from the 1950s onwards, the Jewish local communities and the European settlers started to leave Libya, Tunisia, Morocco and Algeria. We will study the various interactions between Muslims, Jews and Christians in this part of the Islamic world. How did Europeans transform North African Islam and local societies? We will as well explore the reasons why the local Jews and Europeans left en masse after the colonial period and how North African Muslims, Jews and former European settlers developed either a strong memory of a shared past or a mutual distrust even today."           ,N                 ,        960933871 ,M'hamed               ,Oualdi               ,M'hamed Oualdi           ,"HIS,AAS,JDS"         ,"299,324,316"                ,       20182 ,S01           ,C            ,Seminar    ,             0 ,               0 ,N/A                    ,             2 ,01:30 PM           ,04:20 PM         ,M            ,                               ,             ,N            ,                       20 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,NES     ,   316 ,"120 pages of reading per week. 1. Weekly Response paper: each week students are to submit a one page ""response"" paper outlining their reactions to and thoughts on the assigned week's readings. 2. Presentation of primary sources that we will be using each week. 3. A quiz on week 7 about the most important dates and characters of North African history 4. A final paper (12 to 14 double-spaced pages long). Your final paper is to be on a topic of your choice (and approved by me)." ,             10 ,Historical Analysis            ,                    0 ,Muslims/Jews/Christians No. Africa         ,N           ,                                   ,N       ,                 0 ,                                ,                  0 ,                                      ,                  ,                      40 ,NES 316 / HIS 299 / AAS 324 / JDS 316 ,            15 ,"This has been as one of the main events of the modern times in North Africa: from the 1950s onwards, the Jewish local communities and the European settlers started to leave Libya, Tunisia, Morocco and Algeria. We will study the various interactions between Muslims, Jews and Christians in this part of the Islamic world. How did Europeans transform North African Islam and local societies? We will as well explore the reasons why the local Jews and Europeans left en masse after the colonial period and how North African Muslims, Jews and former European settlers developed either a strong memory of a shared past or a mutual distrust even today."           ,               0 ,                  0 ,FUL           ,                 0 ,                      0 ,            0 ,"Muslims, Jews and Christians in North Africa: Interactions, Conflicts and Memory" ,                      0 ,                0 ,HA                      ,                  15 ,                  0 ,A History of Jewish-Muslim Relations                         ,A History of Modern Morocco                                    ,A History of Modern Tunisia                                    ,A History of Modern Algeria                                  ,North Africa: A History from Antiquity to the Present         ,Politics and power in the Maghreb                             ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,POL          ,Politics                     ,   013705 , 1202013705 ,           319 ,History of African American Political Thought                                      ,2019-09-11        ,2020-01-14      ,UGRD         ,"This course explores central themes and ideas in the history of African American political thought: slavery and freedom, solidarity and sovereignty, exclusion and citizenship, domination and democracy, inequality and equality, rights and respect. Readings will be drawn, primarily, from canonical authors, including Harriet Jacobs, Frederick Douglass, Martin Delany, Booker T. Washington, Anna Julia Cooper, Ida B. Wells, W. E. B. Du Bois, Marcus Garvey, Ralph Ellison, Kwame Ture and Charles Hamilton, and Martin Luther King, Jr. This is an introductory course, which emphasizes both thematic and historical approaches to political theory."                 ,N                 ,        961111807 ,Desmond               ,Jagmohan             ,Desmond Jagmohan         ,"AAS,AMS"             ,"316,391"                    ,       21306 ,L01           ,C            ,Lecture    ,             0 ,               0 ,N/A                    ,             1 ,09:00 AM           ,09:50 AM         ,"M,W"        ,                               ,             ,N            ,                        0 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,POL     ,   319 ,125-175 pages of reading per week. Three 1000-word papers (10% each).                                                                                                                                                                                                                                                                                                                                                                                                                               ,              0 ,Ethical Thought & Moral Values ,                    0 ,History of African American Political      ,N           ,                                   ,N       ,                 0 ,                                ,                  0 ,                                      ,                  ,                      35 ,POL 319 / AAS 316 / AMS 391           ,            30 ,"This course explores central themes and ideas in the history of African American political thought: slavery and freedom, solidarity and sovereignty, exclusion and citizenship, domination and democracy, inequality and equality, rights and respect. Readings will be drawn, primarily, from canonical authors, including Harriet Jacobs, Frederick Douglass, Martin Delany, Booker T. Washington, Anna Julia Cooper, Ida B. Wells, W. E. B. Du Bois, Marcus Garvey, Ralph Ellison, Kwame Ture and Charles Hamilton, and Martin Luther King, Jr. This is an introductory course, which emphasizes both thematic and historical approaches to political theory."                 ,               0 ,                  0 ,FUL           ,                 0 ,                      0 ,            0 ,History of African American Political Thought                                      ,                      0 ,                0 ,EM                      ,                  10 ,                  0 ,Incidents in the Life of a Slave Girl                        ,My Bondage and My Freedom                                      ,Up From Slavery                                                ,The Souls of Black Folk                                      ,On Lynchings                                                  ,Stride Toward Freedom                                         ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,POL          ,Politics                     ,   013705 , 1202013705 ,           319 ,History of African American Political Thought                                      ,2019-09-11        ,2020-01-14      ,UGRD         ,"This course explores central themes and ideas in the history of African American political thought: slavery and freedom, solidarity and sovereignty, exclusion and citizenship, domination and democracy, inequality and equality, rights and respect. Readings will be drawn, primarily, from canonical authors, including Harriet Jacobs, Frederick Douglass, Martin Delany, Booker T. Washington, Anna Julia Cooper, Ida B. Wells, W. E. B. Du Bois, Marcus Garvey, Ralph Ellison, Kwame Ture and Charles Hamilton, and Martin Luther King, Jr. This is an introductory course, which emphasizes both thematic and historical approaches to political theory."                 ,N                 ,        961111807 ,Desmond               ,Jagmohan             ,Desmond Jagmohan         ,"AAS,AMS"             ,"316,391"                    ,       21307 ,P99           ,C            ,Precept    ,             0 ,               0 ,N/A                    ,             1 ,01:00 AM           ,01:00 AM         ,             ,                               ,             ,N            ,                        0 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,POL     ,   319 ,125-175 pages of reading per week. Three 1000-word papers (10% each).                                                                                                                                                                                                                                                                                                                                                                                                                               ,              0 ,Ethical Thought & Moral Values ,                    0 ,History of African American Political      ,N           ,                                   ,N       ,                 0 ,                                ,                  0 ,                                      ,                  ,                      35 ,POL 319 / AAS 316 / AMS 391           ,            30 ,"This course explores central themes and ideas in the history of African American political thought: slavery and freedom, solidarity and sovereignty, exclusion and citizenship, domination and democracy, inequality and equality, rights and respect. Readings will be drawn, primarily, from canonical authors, including Harriet Jacobs, Frederick Douglass, Martin Delany, Booker T. Washington, Anna Julia Cooper, Ida B. Wells, W. E. B. Du Bois, Marcus Garvey, Ralph Ellison, Kwame Ture and Charles Hamilton, and Martin Luther King, Jr. This is an introductory course, which emphasizes both thematic and historical approaches to political theory."                 ,               0 ,                  0 ,FUL           ,                 0 ,                      0 ,            0 ,History of African American Political Thought                                      ,                      0 ,                0 ,EM                      ,                  10 ,                  0 ,Incidents in the Life of a Slave Girl                        ,My Bondage and My Freedom                                      ,Up From Slavery                                                ,The Souls of Black Folk                                      ,On Lynchings                                                  ,Stride Toward Freedom                                         ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,REL          ,Religion                     ,   015241 , 1202015241 ,           250 ,Religion and the African American Political Imagination                            ,2019-09-11        ,2020-01-14      ,UGRD         ,"The aim of this course is to introduce students to the historically complex relationship between ""religion"" and ""the political"" in African American life. For instance, is there a non-political religious identity?  And, how does the ""religious"" identity of an African American atheist, Christian, Jew, Muslim, or naturalist affect their ""political"" imagination?  These questions will guide us as we engage in close readings of texts from a variety of genres (historical, theoretical, and literary) that capture the dynamics of African American experiences, religion, and thought."                                                                       ,N                 ,        960045528 ,Kevin                 ,Wolfe                ,Kevin A. Wolfe           ,AAS                   ,250                          ,       22732 ,S01           ,O            ,Seminar    ,            15 ,               5 ,N/A                    ,             1 ,01:30 PM           ,04:20 PM         ,W            ,Jones Hall                     ,113          ,N            ,                       15 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,REL     ,   250 ,"200 - 250 pages of reading per week, a presentation, regular participation in the classroom, one short paper (2pgs) early in the course, a 5-7pg paper around mid-term, and an 8-10pg paper due on Dean's date."                                                                                                                                                                                                                                                                                   ,              0 ,Ethical Thought & Moral Values ,                    0 ,Religion and the African American          ,N           ,                                   ,N       ,                 0 ,                                ,                  0 ,                                      ,                  ,                      35 ,REL 250 / AAS 250                     ,            10 ,"The aim of this course is to introduce students to the historically complex relationship between ""religion"" and ""the political"" in African American life. For instance, is there a non-political religious identity?  And, how does the ""religious"" identity of an African American atheist, Christian, Jew, Muslim, or naturalist affect their ""political"" imagination?  These questions will guide us as we engage in close readings of texts from a variety of genres (historical, theoretical, and literary) that capture the dynamics of African American experiences, religion, and thought."                                                                       ,               0 ,                  0 ,FUL           ,                 0 ,                      0 ,            0 ,Religion and the African American Political Imagination                            ,                      0 ,                0 ,EM                      ,                  20 ,                  0 ,Scenes of Subjection                                         ,Democracy in Black                                             ,Beloved                                                        ,                                                             ,                                                              ,                                                              ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,WWS          ,Woodrow Wilson School        ,   010405 , 1202010405 ,           331 ,Race and Public Policy                                                             ,2019-09-11        ,2020-01-14      ,UGRD         ,"Analyzes the historical construction of race as a concept in American society, how and why this concept was institutionalized publicly and privately in various arenas of U.S. public life at different historical junctures, and the progress that has been made in dismantling racialized institutions since the civil rights era."                                                                                                                                                                                                                                                                                                                                             ,N                 ,        010041957 ,Douglas               ,Massey               ,Douglas S. Massey        ,"SOC,AAS"             ,"312,317"                    ,       21059 ,L01           ,O            ,Lecture    ,            60 ,              59 ,N/A                    ,             1 ,11:00 AM           ,11:50 AM         ,"M,W"        ,Robertson Hall                 ,016          ,N            ,                        0 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,WWS     ,   331 ,Weekly readings of approximately 150 pages.                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,              0 ,Social Analysis                ,                    0 ,Race and Public Policy                     ,N           ,                                   ,N       ,                 0 ,                                ,                  0 ,Not Open to First Year Undergraduates ,                  ,                       0 ,WWS 331 / SOC 312 / AAS 317           ,             0 ,"Analyzes the historical construction of race as a concept in American society, how and why this concept was institutionalized publicly and privately in various arenas of U.S. public life at different historical junctures, and the progress that has been made in dismantling racialized institutions since the civil rights era."                                                                                                                                                                                                                                                                                                                                             ,              30 ,                  0 ,FUL           ,                50 ,                      0 ,            0 ,Race and Public Policy                                                             ,                      0 ,                0 ,SA                      ,                  20 ,                  0 ,Racism: A Short History                                      ,Shades of Freedom: Racial Politics and Presumptions of....     ,A Short History of Reconstruction                              ,American Nightmare: The History of Jim Crow                  ,When Affirmative Acton Was White: An Untold History of...     ,American Apartheid: Segregation and the Making of the Underc  ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,WWS          ,Woodrow Wilson School        ,   010405 , 1202010405 ,           331 ,Race and Public Policy                                                             ,2019-09-11        ,2020-01-14      ,UGRD         ,"Analyzes the historical construction of race as a concept in American society, how and why this concept was institutionalized publicly and privately in various arenas of U.S. public life at different historical junctures, and the progress that has been made in dismantling racialized institutions since the civil rights era."                                                                                                                                                                                                                                                                                                                                             ,N                 ,        010041957 ,Douglas               ,Massey               ,Douglas S. Massey        ,"SOC,AAS"             ,"312,317"                    ,       23084 ,P01           ,O            ,Precept    ,            25 ,              22 ,N/A                    ,             1 ,01:30 PM           ,02:20 PM         ,W            ,Robertson Hall                 ,011          ,N            ,                        0 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,WWS     ,   331 ,Weekly readings of approximately 150 pages.                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,              0 ,Social Analysis                ,                    0 ,Race and Public Policy                     ,N           ,                                   ,N       ,                 0 ,                                ,                  0 ,Not Open to First Year Undergraduates ,                  ,                       0 ,WWS 331 / SOC 312 / AAS 317           ,             0 ,"Analyzes the historical construction of race as a concept in American society, how and why this concept was institutionalized publicly and privately in various arenas of U.S. public life at different historical junctures, and the progress that has been made in dismantling racialized institutions since the civil rights era."                                                                                                                                                                                                                                                                                                                                             ,              30 ,                  0 ,FUL           ,                50 ,                      0 ,            0 ,Race and Public Policy                                                             ,                      0 ,                0 ,SA                      ,                  20 ,                  0 ,Racism: A Short History                                      ,Shades of Freedom: Racial Politics and Presumptions of....     ,A Short History of Reconstruction                              ,American Nightmare: The History of Jim Crow                  ,When Affirmative Acton Was White: An Untold History of...     ,American Apartheid: Segregation and the Making of the Underc  ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,WWS          ,Woodrow Wilson School        ,   010405 , 1202010405 ,           331 ,Race and Public Policy                                                             ,2019-09-11        ,2020-01-14      ,UGRD         ,"Analyzes the historical construction of race as a concept in American society, how and why this concept was institutionalized publicly and privately in various arenas of U.S. public life at different historical junctures, and the progress that has been made in dismantling racialized institutions since the civil rights era."                                                                                                                                                                                                                                                                                                                                             ,N                 ,        010041957 ,Douglas               ,Massey               ,Douglas S. Massey        ,"SOC,AAS"             ,"312,317"                    ,       23085 ,P02           ,C            ,Precept    ,             0 ,               0 ,N/A                    ,             1 ,02:30 PM           ,03:20 PM         ,W            ,                               ,             ,N            ,                        0 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,WWS     ,   331 ,Weekly readings of approximately 150 pages.                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,              0 ,Social Analysis                ,                    0 ,Race and Public Policy                     ,N           ,                                   ,N       ,                 0 ,                                ,                  0 ,Not Open to First Year Undergraduates ,                  ,                       0 ,WWS 331 / SOC 312 / AAS 317           ,             0 ,"Analyzes the historical construction of race as a concept in American society, how and why this concept was institutionalized publicly and privately in various arenas of U.S. public life at different historical junctures, and the progress that has been made in dismantling racialized institutions since the civil rights era."                                                                                                                                                                                                                                                                                                                                             ,              30 ,                  0 ,FUL           ,                50 ,                      0 ,            0 ,Race and Public Policy                                                             ,                      0 ,                0 ,SA                      ,                  20 ,                  0 ,Racism: A Short History                                      ,Shades of Freedom: Racial Politics and Presumptions of....     ,A Short History of Reconstruction                              ,American Nightmare: The History of Jim Crow                  ,When Affirmative Acton Was White: An Untold History of...     ,American Apartheid: Segregation and the Making of the Underc  ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
     1202 ,F2019     ,2019-09-11      ,2020-02-02    ,WWS          ,Woodrow Wilson School        ,   010405 , 1202010405 ,           331 ,Race and Public Policy                                                             ,2019-09-11        ,2020-01-14      ,UGRD         ,"Analyzes the historical construction of race as a concept in American society, how and why this concept was institutionalized publicly and privately in various arenas of U.S. public life at different historical junctures, and the progress that has been made in dismantling racialized institutions since the civil rights era."                                                                                                                                                                                                                                                                                                                                             ,N                 ,        010041957 ,Douglas               ,Massey               ,Douglas S. Massey        ,"SOC,AAS"             ,"312,317"                    ,       23086 ,P03           ,O            ,Precept    ,            20 ,              18 ,N/A                    ,             1 ,11:00 AM           ,11:50 AM         ,Th           ,Robertson Hall                 ,010          ,N            ,                        0 ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,WWS     ,   331 ,Weekly readings of approximately 150 pages.                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,              0 ,Social Analysis                ,                    0 ,Race and Public Policy                     ,N           ,                                   ,N       ,                 0 ,                                ,                  0 ,Not Open to First Year Undergraduates ,                  ,                       0 ,WWS 331 / SOC 312 / AAS 317           ,             0 ,"Analyzes the historical construction of race as a concept in American society, how and why this concept was institutionalized publicly and privately in various arenas of U.S. public life at different historical junctures, and the progress that has been made in dismantling racialized institutions since the civil rights era."                                                                                                                                                                                                                                                                                                                                             ,              30 ,                  0 ,FUL           ,                50 ,                      0 ,            0 ,Race and Public Policy                                                             ,                      0 ,                0 ,SA                      ,                  20 ,                  0 ,Racism: A Short History                                      ,Shades of Freedom: Racial Politics and Presumptions of....     ,A Short History of Reconstruction                              ,American Nightmare: The History of Jim Crow                  ,When Affirmative Acton Was White: An Untold History of...     ,American Apartheid: Segregation and the Making of the Underc  ,                     ,                     ,                     ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,                      ,
