Term Code,Term Name,Term Start Date,Term End Date,Subject Code,Subject Name,Course ID,Catalog Number,Course Title,Course Start Date,Course End Date,Course Track,Course Description,Seat Reservations,Instructor EmplID,Instructor First Name,Instructor Last Name,Instructor Full Name,Crosslisting Subjects,Crosslisting Catalog Numbers,Class Number,Class Section,Class Status,Class Type,Class Capacity,Class Enrollment,Class Year Enrollments,Meeting Number,Meeting Start Time,Meeting End Time,Meeting Days,Building Name,Meeting Room
1242,F2023,2023-09-05,2024-01-28,POL,Politics,013122,344,Race and Politics in the United States,2023-09-05,2023-12-15,UGRD,"This course examines various political controversies that surround the role of race and ethnicity in American society. These controversies and issues affect public opinion, political institutions, political behavior, and salient public policy debates. Thus this course will assess and evaluate the role of race in each of these domains while also examining historical antecedents. The first half of the course will focus on historical antecedents such as the civil rights movement and the Black Power movement. The second half of the course will focus on the nature of contemporary racial attitudes, in the 2008, 2012 and 2016 presidential elections.",N,960312662,Ismail,White,Ismail K. White,"AAS,AMS","344,244",23278,P04,O,Precept,14,11,N/A,1,01:30 PM,02:20 PM,W,Robertson Hall,014
1242,F2023,2023-09-05,2024-01-28,POL,Politics,013122,344,Race and Politics in the United States,2023-09-05,2023-12-15,UGRD,"This course examines various political controversies that surround the role of race and ethnicity in American society. These controversies and issues affect public opinion, political institutions, political behavior, and salient public policy debates. Thus this course will assess and evaluate the role of race in each of these domains while also examining historical antecedents. The first half of the course will focus on historical antecedents such as the civil rights movement and the Black Power movement. The second half of the course will focus on the nature of contemporary racial attitudes, in the 2008, 2012 and 2016 presidential elections.",N,960312662,Ismail,White,Ismail K. White,"AAS,AMS","344,244",23279,P05,C,Precept,0,0,N/A,1,02:30 PM,03:20 PM,W,Wallace Hall,004
1242,F2023,2023-09-05,2024-01-28,POL,Politics,013122,344,Race and Politics in the United States,2023-09-05,2023-12-15,UGRD,"This course examines various political controversies that surround the role of race and ethnicity in American society. These controversies and issues affect public opinion, political institutions, political behavior, and salient public policy debates. Thus this course will assess and evaluate the role of race in each of these domains while also examining historical antecedents. The first half of the course will focus on historical antecedents such as the civil rights movement and the Black Power movement. The second half of the course will focus on the nature of contemporary racial attitudes, in the 2008, 2012 and 2016 presidential elections.",N,960312662,Ismail,White,Ismail K. White,"AAS,AMS","344,244",23280,P06,O,Precept,14,7,N/A,1,03:30 PM,04:20 PM,W,Wallace Hall,004
1242,F2023,2023-09-05,2024-01-28,POL,Politics,013122,344,Race and Politics in the United States,2023-09-05,2023-12-15,UGRD,"This course examines various political controversies that surround the role of race and ethnicity in American society. These controversies and issues affect public opinion, political institutions, political behavior, and salient public policy debates. Thus this course will assess and evaluate the role of race in each of these domains while also examining historical antecedents. The first half of the course will focus on historical antecedents such as the civil rights movement and the Black Power movement. The second half of the course will focus on the nature of contemporary racial attitudes, in the 2008, 2012 and 2016 presidential elections.",N,960312662,Ismail,White,Ismail K. White,"AAS,AMS","344,244",23281,P07,O,Precept,14,11,N/A,1,01:30 PM,02:20 PM,Th,Robertson Hall,008
1242,F2023,2023-09-05,2024-01-28,POL,Politics,013122,344,Race and Politics in the United States,2023-09-05,2023-12-15,UGRD,"This course examines various political controversies that surround the role of race and ethnicity in American society. These controversies and issues affect public opinion, political institutions, political behavior, and salient public policy debates. Thus this course will assess and evaluate the role of race in each of these domains while also examining historical antecedents. The first half of the course will focus on historical antecedents such as the civil rights movement and the Black Power movement. The second half of the course will focus on the nature of contemporary racial attitudes, in the 2008, 2012 and 2016 presidential elections.",N,960312662,Ismail,White,Ismail K. White,"AAS,AMS","344,244",21399,P99,C,Precept,0,0,N/A,2,01:00 AM,01:00 AM,,,
1242,F2023,2023-09-05,2024-01-28,REL,Religion,012487,256,African American Religious History,2023-09-05,2023-12-15,UGRD,"This course explores the history of Black religions from the colonial times to the present.  We study African American religions within and in relation to the African Diaspora and how various forces of modernity have shaped Black religions and the resilience and ingenuity of Black people across the centuries. Students will come away with an enhanced sense of the complexities of Black religious life through explorations of race and religion, religion and resistance, and the emergence of New Religious Movements like the Black Hebrews, Buddhists and Hip Hop.",N,960063501,Nicole,Turner,Nicole M. Turner,AAS,256,22094,L01,O,Lecture,25,9,N/A,4,12:30 PM,01:20 PM,"T,Th",Green Hall,0-S-9
1242,F2023,2023-09-05,2024-01-28,REL,Religion,012487,256,African American Religious History,2023-09-05,2023-12-15,UGRD,"This course explores the history of Black religions from the colonial times to the present.  We study African American religions within and in relation to the African Diaspora and how various forces of modernity have shaped Black religions and the resilience and ingenuity of Black people across the centuries. Students will come away with an enhanced sense of the complexities of Black religious life through explorations of race and religion, religion and resistance, and the emergence of New Religious Movements like the Black Hebrews, Buddhists and Hip Hop.",N,960063501,Nicole,Turner,Nicole M. Turner,AAS,256,23554,P01,O,Precept,15,9,N/A,1,12:30 PM,01:20 PM,F,Frist Campus Center,206
1242,F2023,2023-09-05,2024-01-28,REL,Religion,012487,256,African American Religious History,2023-09-05,2023-12-15,UGRD,"This course explores the history of Black religions from the colonial times to the present.  We study African American religions within and in relation to the African Diaspora and how various forces of modernity have shaped Black religions and the resilience and ingenuity of Black people across the centuries. Students will come away with an enhanced sense of the complexities of Black religious life through explorations of race and religion, religion and resistance, and the emergence of New Religious Movements like the Black Hebrews, Buddhists and Hip Hop.",N,960063501,Nicole,Turner,Nicole M. Turner,AAS,256,22095,P99,C,Precept,0,0,N/A,3,01:00 AM,01:00 AM,,,
1242,F2023,2023-09-05,2024-01-28,REL,Religion,010652,377,Race and Religion in America,2023-09-05,2023-12-15,UGRD,"In this seminar we examine how the modern constructed categories of ""race"" and ""religion"" have interacted in American history and culture. We explore how religious beliefs and practices have shaped ideas about race and how American racialization has shaped religious experience. We consider the impact of religion and race on notions of what it means to be American and how these have changed over time. Topics include race and biblical interpretation; religion and racial slavery; religion, race, and science; popular culture representations; race, religion, and politics; and religious resistance to racial hierarchy.",N,000084337,Judith,Weisenfeld,Judith Weisenfeld,"AAS,AMS","376,378",22098,S01,O,Seminar,15,14,N/A,1,01:30 PM,04:20 PM,W,Frist Campus Center,309
1242,F2023,2023-09-05,2024-01-28,SPI,Public & International Affairs,016894,390,"Race, Ethnicity, Space & Place: Exclusion, Confinement & Transformation (RESPECT)",2023-09-05,2023-12-15,UGRD,"How have racial and ethnic inequalities in housing and neighborhood development become hallmarks of many U.S. cities? This course focuses on the complex topics of race and racism from a spatial perspective, paying particular attention to the effects of interlocking systems of oppression on primarily urban African-American communities. However, we will not just examine the built environment of such communities. People shape and are shaped by the places they physically occupy. We, therefore, also delve into the narratives and everyday experiences of racialized city dwellers through the social sciences, the humanities, and media.",N,960500138,Melissa,Valle,Melissa M. Valle,"URB,AAS","391,396",22638,C01,O,Class,15,13,N/A,1,01:30 PM,04:20 PM,T,Bendheim House,103
1242,F2023,2023-09-05,2024-01-28,VIS,Visual Arts,016927,234,Imagining Black Europe,2023-09-05,2023-12-15,UGRD,"This course studies contemporary representations of Black Europeans in film, music, and popular culture in dialogue with critical works about diaspora, citizenship, and transnational blackness. We will read critical works by scholars who focus on Black Europe including,Tiffany Florvil (Germany), Grada Kilomba (Portugal), SA Smythe (Italy) among others as we explore different ways in which Black European artists engage with questions of national and transnational belonging. Students will write, conduct research, and engage in hands-on creative film and media projects as they think critically along with the various cultural and critical texts.",N,920428739,Medhin,Paolos,Medhin Paolos,AAS,234,22783,S01,O,Seminar,12,10,N/A,1,01:30 PM,04:20 PM,Th,"Nassau Street, 185",207
1242,F2023,2023-09-05,2024-01-28,ANT,Anthropology,010770,314,The Anthropology of Development,2023-09-05,2023-12-15,UGRD,"Why do development projects fail? This course examines why well-meaning development experts get it wrong. It looks closely at what anthropologists mean by culture and why most development experts fail to attend to the cultural forces that hold communities together. By examining development projects from South Asia to the United States, students learn the relevance of exchange relations, genealogies, power, religion, and indigenous law. This semester the class will focus on energy and Africa.",N,510107021,Carolyn,Rouse,Carolyn M. Rouse,"ENE,AFS","314,314",21074,C01,O,Class,25,16,N/A,1,01:30 PM,04:20 PM,Th,Aaron Burr Hall,216
1242,F2023,2023-09-05,2024-01-28,ENG,English,002665,415,Topics in Literature and Ethics: Writing About Refugees,2023-09-05,2023-12-15,UGRD,"This course is on the challenges of thinking and writing about refugees from Africa and the Middle East to Europe in the 21st Century. The course will range across genres and platforms - journalism, fiction, and non-fiction creative writing. A central concern are the ethical, theoretical, and aesthetic problems presented by the condition of stateless. Why is the refugee story the most compelling contemporary story? How do we write about people who have been deprived of the security of geography, history, and rights? And how can people who are defined by placelessness and invisibility be made visible without compromising their humanity?",N,960039036,Simon,Gikandi,Simon E. Gikandi,"JRN,COM,AFS","415,446,415",21283,S01,O,Seminar,18,14,N/A,1,03:00 PM,04:20 PM,"T,Th",McCosh Hall,B45
1242,F2023,2023-09-05,2024-01-28,HIS,History,016924,249,A Global History of Modern Ethiopia: Rastafari to Haile Selassie,2023-09-05,2023-12-15,UGRD,"In the 19th and 20th centuries, Ethiopia underwent rapid processes of expansion and modernization in the highlands of Northeast Africa, and at the same time became a beacon of hope for global Black movements, perhaps made most visible through Rastafarian culture and beliefs. This course introduces students to the history of the modern Ethiopian state and its role shaping moments and movements in global history. It highlights the way African histories are essential to, but often ignored (or erased) in the telling of modern world history. Students will engage with primary and secondary historical texts, literature, and film.",N,940009354,Lacy,Feigh,Lacy N. Feigh,"AFS,AAS","249,249",22756,C01,C,Class,19,19,N/A,1,01:30 PM,02:50 PM,"T,Th",McCosh Hall,66
1242,F2023,2023-09-05,2024-01-28,LIN,Linguistics,014267,260,Languages of Africa,2023-09-05,2023-12-15,UGRD,"About 2000 of the world's 6000 to 7000 languages are spoken in Africa. The diversity that characterizes these languages is exceptional, but very little is known to non-specialists.  In this course, we will learn about the languages of Africa: the diversity of their linguistic structures (including famous features that are found nowhere else, e.g. click consonants), their history and the history of their speakers (from ca 10,000 BP to the (post) colonial period), and their cultural contexts, among other topics. This course has no prerequisites, and is open to anyone with an interest in African languages or the African continent.",Y,940000975,Florian,Lionnet,Florian Lionnet,AFS,262,21810,L01,O,Lecture,30,29,N/A,2,11:00 AM,12:20 PM,"M,W",Green Hall,0-S-9
1242,F2023,2023-09-05,2024-01-28,MUS,Music,015221,350,Studies in African Performance,2023-09-05,2023-12-15,UGRD,"This course presents a cross-disciplinary and multi-modal approach to African music, dance, and culture. Co-taught by a master drummer and choreographer (Tarpaga) and an ethnomusicologist (Steingo), students will explore African and African diasporic performance arts through readings, discussions, listening, film analysis, and music performance.",N,940000792,Gavin,Steingo,Gavin Steingo,"AFS,ANT","350,373",21330,C01,O,Class,24,23,N/A,1,01:30 PM,04:20 PM,T,Effron Music Building,036
1242,F2023,2023-09-05,2024-01-28,MUS,Music,015221,350,Studies in African Performance,2023-09-05,2023-12-15,UGRD,"This course presents a cross-disciplinary and multi-modal approach to African music, dance, and culture. Co-taught by a master drummer and choreographer (Tarpaga) and an ethnomusicologist (Steingo), students will explore African and African diasporic performance arts through readings, discussions, listening, film analysis, and music performance.",N,961199839,Olivier,Tarpaga,Olivier P. Tarpaga,"AFS,ANT","350,373",21330,C01,O,Class,24,23,N/A,1,01:30 PM,04:20 PM,T,Effron Music Building,036
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,013693,230,Topics in African American Studies: Race and Inequality in American Democracy,2023-09-05,2023-12-15,UGRD,"This course explores how ideas and discourses about race shape how public policy is debated, adopted and implemented. Black social movements and geopolitical considerations prompted multiple public policy responses to racial discrimination throughout the twentieth century. Despite these policy responses, discrimination persists, raising theoretical concerns about the dynamics of inclusion and exclusion, political representation, the role of the state (meaning government or law) in promoting social justice, and the role of social movements and civil society in democratizing policymaking and addressing group oppression.",N,961105804,Keeanga-Yamahtta,Taylor,Keeanga-Yamahtta Taylor,AMS,230,22791,S01,C,Seminar,23,24,N/A,1,11:00 AM,12:20 PM,"M,W",Robertson Hall,015
1242,F2023,2023-09-05,2024-01-28,AAS,African American Studies,014660,322,Afro-Diasporic Dialogues: Black Activism in Latin America and the United States,2023-09-05,2023-12-15,UGRD,"This course investigates how people of African descent in the Americas have forged social, political, and cultural ties across geopolitical and linguistic boundaries. We will interrogate the transnational dialogue between African Americans and Afro-Latin Americans using case studies from Brazil, Cuba, Haiti, Puerto Rico, and the Dominican Republic. We will explore how Black activists have partnered to challenge racism and economic inequality, while also considering why efforts to mobilize Afro-descendants across the Americas have often been undermined by mutual misunderstandings.",Y,940002032,Reena,Goldthree,Reena N. Goldthree,"LAS,LAO,AMS","301,322,323",20526,S01,C,Seminar,15,15,N/A,1,01:30 PM,04:20 PM,Th,Morrison Hall,201
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,22002,L01,O,Lecture,175,168,N/A,1,01:30 PM,02:50 PM,M,Robertson Hall,100
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,23403,P01,C,Precept,15,15,N/A,1,03:00 PM,04:20 PM,M,East Pyne Building,111
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,23404,P02,C,Precept,15,15,N/A,1,03:00 PM,04:20 PM,M,Green Hall,0-N-7
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,23405,P03,O,Precept,18,17,N/A,1,07:30 PM,08:50 PM,M,Morrison Hall,224
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,23406,P04,O,Precept,15,14,N/A,1,08:30 AM,09:50 AM,T,Morrison Hall,224
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,23407,P05,C,Precept,15,15,N/A,1,11:00 AM,12:20 PM,T,Morrison Hall,201
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,23408,P06,C,Precept,15,15,N/A,1,01:30 PM,02:50 PM,T,Frist Campus Center,228
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,23409,P07,O,Precept,15,14,N/A,1,03:00 PM,04:20 PM,T,McCosh Hall,B11
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,23410,P08,C,Precept,15,17,N/A,1,11:00 AM,12:20 PM,W,Morrison Hall,224
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,23411,P09,C,Precept,20,20,N/A,1,01:30 PM,02:50 PM,W,Morrison Hall,224
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,23412,P10,C,Precept,0,0,N/A,1,01:30 PM,02:50 PM,W,,
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,23413,P11,O,Precept,15,5,N/A,1,03:00 PM,04:20 PM,W,East Pyne Building,239
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,23414,P12,C,Precept,0,0,N/A,1,07:30 PM,08:50 PM,Th,,
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,23615,P13,O,Precept,24,21,N/A,1,01:30 PM,02:50 PM,W,Julis Romo Rabinowitz Building,A17
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940003284,Aisha,Beliso-De Jesús,Aisha M. Beliso-De Jesús,,,22003,P99,C,Precept,0,0,N/A,1,01:00 AM,01:00 AM,,,
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940004543,Allison,Carruth,Allison Carruth,,,22002,L01,O,Lecture,175,168,N/A,1,01:30 PM,02:50 PM,M,Robertson Hall,100
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940004543,Allison,Carruth,Allison Carruth,,,23403,P01,C,Precept,15,15,N/A,1,03:00 PM,04:20 PM,M,East Pyne Building,111
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940004543,Allison,Carruth,Allison Carruth,,,23404,P02,C,Precept,15,15,N/A,1,03:00 PM,04:20 PM,M,Green Hall,0-N-7
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940004543,Allison,Carruth,Allison Carruth,,,23405,P03,O,Precept,18,17,N/A,1,07:30 PM,08:50 PM,M,Morrison Hall,224
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940004543,Allison,Carruth,Allison Carruth,,,23406,P04,O,Precept,15,14,N/A,1,08:30 AM,09:50 AM,T,Morrison Hall,224
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940004543,Allison,Carruth,Allison Carruth,,,23407,P05,C,Precept,15,15,N/A,1,11:00 AM,12:20 PM,T,Morrison Hall,201
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940004543,Allison,Carruth,Allison Carruth,,,23408,P06,C,Precept,15,15,N/A,1,01:30 PM,02:50 PM,T,Frist Campus Center,228
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940004543,Allison,Carruth,Allison Carruth,,,23409,P07,O,Precept,15,14,N/A,1,03:00 PM,04:20 PM,T,McCosh Hall,B11
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940004543,Allison,Carruth,Allison Carruth,,,23410,P08,C,Precept,15,17,N/A,1,11:00 AM,12:20 PM,W,Morrison Hall,224
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940004543,Allison,Carruth,Allison Carruth,,,23411,P09,C,Precept,20,20,N/A,1,01:30 PM,02:50 PM,W,Morrison Hall,224
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940004543,Allison,Carruth,Allison Carruth,,,23412,P10,C,Precept,0,0,N/A,1,01:30 PM,02:50 PM,W,,
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940004543,Allison,Carruth,Allison Carruth,,,23413,P11,O,Precept,15,5,N/A,1,03:00 PM,04:20 PM,W,East Pyne Building,239
1242,F2023,2023-09-05,2024-01-28,AMS,American Studies,012189,101,America Then and Now,2023-09-05,2023-12-15,UGRD,"This course introduces students to methods of American Studies through discussion of some of the signature ideas, events, and debates in and about America's past and present. It presents students various scholarly approaches to historical and mythic manifestations of America from local, national, and global perspectives and considers the historical and cognitive processes associated with the delineation of America. The course examines a wide range of material and media from the point of view of multiple fields of study.",Y,940004543,Allison,Carruth,Allison Carruth,,,23414,P12,C,Precept,0,0,N/A,1,07:30 PM,08:50 PM,Th,,
